,artist,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms
39,Lil Wayne,6 Foot 7 Foot,0s019O8KwLXkPSSV609qEE,0.364,0.752,2,-5.429,1,0.304,0,0.318,0.606,79.119,248587
40,Rihanna,Only Girl (In The World),0AH6WMe3OlAlUb5miXt2FQ,0.789,0.716,11,-4.241,0,0.0432,1.07e-05,0.069,0.611,125.906,235493
41,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),3rfhI32Il2hVRKDkuGeeen,0.595,0.913,10,-3.428,0,0.0884,0,0.259,0.762,128.021,234453
42,Foster The People,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5,-5.849,0,0.0292,0.115,0.0956,0.965,127.975,239600
43,The Band Perry,If I Die Young,4aY0tZIaboefmkBEsjAovI,0.606,0.497,4,-6.611,1,0.0277,0,0.275,0.362,130.739,222773
44,Kesha,Blow,3pYDZTJM2tVBUhIRifWVzI,0.753,0.729,11,-3.862,0,0.0392,5.66e-05,0.073,0.812,120.013,219973
45,Hot Chelle Rae,Tonight Tonight,2i0AUcEnsDm3dsqLrFWUCq,0.686,0.783,4,-4.977,1,0.119,0,0.163,0.814,99.978,200467
46,Lupe Fiasco,The Show Goes On,4NTWZqvfQTlOMitlVn6tew,0.591,0.889,7,-3.839,1,0.115,0,0.155,0.65,143.067,239613
47,Britney Spears,Till the World Ends,38iU2jg98IZZEIJPrP7aWD,0.693,0.705,8,-5.747,1,0.0665,0,0.202,0.45,131.951,237947
48,OneRepublic,Good Life,6OtCIsQZ64Vs1EbzztvAv4,0.634,0.69,6,-7.804,1,0.052,0,0.132,0.645,94.988,253307
49,Lil Wayne,How To Love,1ZOROX1KhC9xipkXFCxeDf,0.644,0.661,11,-6.093,1,0.0418,5.23e-06,0.108,0.272,153.992,240307
50,Jeremih,Down On Me,0x3TibRgnSqzkcwrqBd4iX,0.7,0.598,2,-7.783,1,0.114,0,0.111,0.594,160.041,228453
51,James Morrison,I Won't Let You Go,2TUzU4IkfH8kcvY2MUlsd2,0.537,0.611,0,-6.427,1,0.0304,0,0.146,0.161,105.955,229303
52,Noah And The Whale,L.I.F.E.G.O.E.S.O.N.,6DDoFN7yNQmL2YXojqAk8S,0.608,0.745,4,-5.82,1,0.0354,0,0.342,0.595,82.003,226947
53,Enrique Iglesias,Tonight (I'm Fuckin' You),3nMb7ToWIxYvmaIG20z6ux,0.648,0.89,0,-3.982,0,0.0523,3.58e-06,0.116,0.321,125.953,232213
54,Bad Meets Evil,Lighters,5zpDHEU12zATwLGvozxPw2,0.676,0.695,0,-8.327,1,0.245,0,0.119,0.144,90.268,303813
55,Kanye West,All Of The Lights,22L7bfCiAkJo5xGSQgmiIO,0.531,0.803,1,-3.284,1,0.0717,1.71e-05,0.176,0.221,142.113,299613
56,Christina Perri,A Thousand Years,6z5Yh7kOKeLjqIsNdokIpU,0.421,0.407,10,-7.445,1,0.0267,0.000961,0.11,0.161,139.028,285120
57,Coldplay,Every Teardrop Is a Waterfall,2U8g9wVcUu9wsg6i7sFSv8,0.425,0.733,9,-6.883,1,0.0396,0.00922,0.171,0.313,117.985,240796
58,Sak Noel,Loca People - Radio Edit,4EWqV27TwLuPIMCOtheMIs,0.926,0.808,11,-3.148,0,0.0599,0.00327,0.0515,0.701,127.998,215625
59,Birdy,Skinny Love,4RL77hMWUq35NYnPLXBpih,0.379,0.29,4,-8.485,1,0.051,0.00106,0.118,0.169,166.467,201080
60,Chase & Status,Blind Faith,04OxTCLGgDKfO0MMA2lcxv,0.45,0.846,9,-4.712,0,0.0472,0,0.228,0.402,140.042,233667
61,Taio Cruz,Higher,6AxCr5G75R5rqyNCYWVpTo,0.672,0.907,8,-5.069,0,0.0721,3.4e-05,0.156,0.746,128.027,187627
62,P!nk,F**kin' Perfect,4SEZthmPtszZPaktPLRX6J,0.563,0.671,7,-4.788,1,0.0372,0,0.36,0.45,91.965,213113
63,Dr. Dre,I Need A Doctor,70ATm56tH7OrQ1zurYssz0,0.594,0.946,3,-4.521,1,0.452,0,0.306,0.397,155.826,283733
64,Wiz Khalifa,Black and Yellow,5A6OHHy73AR5tLxgTc98zz,0.684,0.834,2,-4.524,0,0.0675,0,0.271,0.538,164.02,217667
65,Rizzle Kicks,Down With The Trumpets,1Fxp4LBWsNC58NwnGAXJld,0.753,0.88,4,-4.689,0,0.0806,0,0.24,0.794,115.057,186851
66,Mann,Buzzin Remix,7BmI4hAj6dXIQgA77ZlOzm,0.687,0.939,10,-4.372,0,0.146,0,0.283,0.539,104.029,224333
67,Kesha,We R Who We R,3LUWWox8YYykohBbHUrrxd,0.736,0.817,8,-4.9,1,0.0407,0.00167,0.117,0.653,119.95,204760
68,Diddy - Dirty Money,Coming Home,6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7,-1.921,1,0.193,0,0.3,0.232,168.001,238693
69,Charlene Soraia,Wherever You Will Go,0IF7bHzCXCZoKNog5vBC4g,0.597,0.115,9,-9.217,1,0.0334,0.000215,0.111,0.128,111.202,197577
70,Rihanna,What's My Name?,5FTCKvxzqy72ceS4Ujux4N,0.692,0.786,2,-2.959,1,0.069,0,0.0797,0.583,100.025,263173
71,Flo Rida,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.00286,0.306,0.684,128.011,248133
72,Jason Derulo,Don't Wanna Go Home,1r3myKmjWoOqRip99CmSj1,0.671,0.808,2,-4.861,0,0.0652,0,0.134,0.637,121.956,206080
73,Calvin Harris,Feel So Close - Radio Edit,1gihuPhrLraKYrJMAEONyc,0.707,0.924,7,-2.842,1,0.031,0.00703,0.204,0.919,127.937,206413
74,Katy Perry,Last Friday Night (T.G.I.F.),455AfCsOhhLPRc68sE01D8,0.649,0.815,3,-3.796,0,0.0415,4.31e-05,0.671,0.765,126.03,230747
75,Bruno Mars,Marry You,6SKwQghsR8AISlxhcwyA9R,0.62,0.832,10,-4.848,1,0.036,0,0.104,0.481,144.926,230120
76,David Guetta,Who's That Chick? (feat. Rihanna),6qUSs4FDzZUdAhY6JDIJfa,0.675,0.601,11,-4.733,0,0.116,0,0.0458,0.931,127.938,201040
77,Black Eyed Peas,Just Can’t Get Enough,3JA9Jsuxr4xgHXEawAdCp4,0.659,0.628,0,-8.685,0,0.179,0,0.105,0.262,94.05,219427
78,Ed Sheeran,Lego House,5ubHAQtKuFfiG4FXfLP804,0.592,0.637,11,-8.48,1,0.0992,0,0.13,0.565,159.701,185093
79,Coldplay,Paradise,6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5,-6.762,1,0.0268,8.49e-05,0.0833,0.203,139.627,278719
80,Chip,Champion (feat. Chris Brown),2hi6E31kMuHTcG0B18N7jP,0.415,0.934,6,-2.914,0,0.24,0,0.145,0.52,190.151,237293
81,Professor Green,Read All About It,0YDWyllPwj0FOrdrCjnn9G,0.656,0.752,11,-5.522,0,0.0434,0,0.223,0.445,100.963,235736
82,Katy Perry,E.T.,36ux3YuUsGTWPT8fXclS45,0.62,0.869,1,-5.252,1,0.175,0,0.369,0.76,151.684,229573
83,Calvin Harris,Bounce (feat. Kelis) - Radio Edit,36cmM3MBMWWCFIiQ90U4J8,0.779,0.963,2,-2.125,0,0.0399,0.493,0.664,0.759,127.941,222187
84,Beyoncé,Best Thing I Never Had,3lBRNqXjPp2j3JMTCXDTNO,0.545,0.649,6,-4.062,1,0.0324,1.57e-05,0.0894,0.297,99.099,253747
85,Nicole Scherzinger,Don't Hold Your Breath,7pAq1IXYZpL42HchCminu6,0.66,0.797,5,-6.096,0,0.0262,0.000108,0.187,0.674,110.955,197440
86,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),7ks6AZmFcm3Y6PGGxGSmlB,0.666,0.876,3,-3.078,1,0.0414,0,0.259,0.552,129.884,194840
87,Nicki Minaj,Super Bass,2jSwKQBouf0brIcxGfA9CZ,0.72,0.861,11,-4.339,1,0.209,5.11e-06,0.601,0.669,126.991,200013
88,Adele,Set Fire to the Rain,5PKWUDfQFtc5qqo8cs1gQp,0.603,0.67,2,-3.882,0,0.0249,1.66e-06,0.112,0.445,107.995,242974
89,Chris Brown,Yeah 3x,2QtxlzvSBONjs1bDC34ixs,0.705,0.882,11,-3.201,0,0.0445,1.16e-06,0.0934,0.7,130.0,241667
90,Lady Gaga,The Edge Of Glory,57F80059mWaWFvWG3tBTbO,0.583,0.768,9,-6.477,1,0.041,0.0162,0.109,0.357,127.952,320547
91,Jessie J,Do It Like A Dude,4wAJ8aQ9Ufj9ylfWESkrDL,0.663,0.843,2,-3.672,1,0.049,0,0.364,0.375,140.036,195240
92,DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,4TBK6E1ERSKdIvD1jF4lt5,0.31,0.926,6,-1.131,0,0.0464,0.00792,0.483,0.493,139.85,206776
93,One Direction,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0737,0,0.0596,0.888,124.99,199987
94,The Wanted,Glad You Came,5yDL13y5giogKs2fSNf7sj,0.722,0.851,7,-3.873,0,0.0639,0,0.108,0.452,126.885,197936
95,Labrinth,Earthquake (feat. Tinie Tempah),3SxiAdI8dP9AaaEz1Z24mn,0.541,0.856,0,-3.966,0,0.0997,0,0.276,0.258,153.066,274600
96,Alexandra Stan,Mr. Saxobeat,6lc1Rq31ILjpydczoURQPb,0.726,0.931,11,-4.152,0,0.0469,0.000275,0.143,0.796,126.976,195105
97,Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),1f8UCzB3RqIgNkW7QIiIeP,0.843,0.881,9,-3.951,1,0.0581,0,0.0765,0.876,110.621,202267
98,Snoop Dogg,Sweat - Remix,0R7YVi7w41Dr9jU5vblAok,0.813,0.732,7,-5.636,1,0.03,0.00137,0.0826,0.731,130.02,195987
99,Example,Changed the Way You Kiss Me - Radio Edit,2pTNWzSQZy5CKkIgKly71j,0.578,0.857,4,-3.78,0,0.041,0.00162,0.0948,0.188,126.979,195467
0,Mark Ronson,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,8.15e-05,0.0344,0.928,114.988,269667
1,Ed Sheeran,Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0.0,0.184,0.591,78.998,281560
2,Wiz Khalifa,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,0.689,0.481,10,-7.503,1,0.0815,1.03e-06,0.0649,0.283,80.025,229526
3,Nico & Vinz,That's How You Know (feat. Kid Ink & Bebe Rexha),3icbmPGKTsKAa0IinkizCM,0.769,0.437,1,-6.406,1,0.0363,0.0,0.116,0.737,103.921,186443
4,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM,0.66,0.382,2,-5.919,0,0.0304,0.0,0.0972,0.436,119.875,252227
5,Major Lazer,Lean On (feat. MØ & DJ Snake),2YWjW3wwQIBLNhxWKBQd16,0.723,0.809,7,-3.081,0,0.0625,0.00123,0.565,0.274,98.007,176561
6,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",3zHq9ouUJQFQRf3cm1rRLu,0.262,0.606,8,-6.646,1,0.0484,0.0,0.125,0.275,189.857,252534
7,Jason Derulo,Try Me (feat. Jennifer Lopez and Matoma),4tg1G3X26wDTmQbipgxhp5,0.579,0.68,8,-5.634,1,0.076,0.0,0.0699,0.211,100.033,200240
8,Fetty Wap,Trap Queen,5iNRPN7oYQvdB9AmeSW6d3,0.746,0.873,7,-3.803,1,0.128,0.0,0.354,0.817,148.075,222093
9,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,0.689,0.521,0,-5.845,1,0.132,8.41e-05,0.108,0.178,95.055,229747
10,Selena Gomez,Good For You,6kBp8w67thoYqTUOQVSGFg,0.6,0.676,5,-6.447,0,0.0652,0.0,0.0741,0.217,88.928,221560
11,Alessia Cara,Here,3JIGmSPUizgiWcZ0uO1inR,0.379,0.799,0,-4.031,1,0.163,0.0,0.0793,0.359,120.892,199453
12,Ellie Goulding,On My Mind,6aGjGnPjUGEgr8ThZ9HULH,0.699,0.688,2,-6.607,0,0.0522,4.11e-06,0.0863,0.742,154.943,213445
13,Sheppard,Geronimo,0qt5f5EL92o8Snzopsv0en,0.705,0.78,7,-6.267,1,0.0805,0.00152,0.115,0.457,142.028,218228
14,Adam Lambert,Ghost Town,7Df0z75yVuHOFEuAbk40lA,0.703,0.736,4,-5.709,0,0.046,1.92e-05,0.174,0.274,119.955,208330
15,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),5uDASfU19gDxSjW8cnCaBp,0.886,0.427,6,-10.028,1,0.145,0.00099,0.0906,0.23,108.034,177184
16,Justin Bieber,Sorry,09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,0,-3.669,0,0.045,0.0,0.299,0.41,99.945,200787
17,Selena Gomez,Same Old Love,6ZANrVuAMp2rpjhfbOuJly,0.672,0.593,11,-4.01,0,0.0304,0.0,0.214,0.438,98.02,229080
18,The Chainsmokers,Don't Let Me Down (feat. Daya),1i1fxkWeaMmKEB4T7zqbzK,0.532,0.869,11,-5.094,1,0.172,0.00508,0.136,0.422,159.803,208373
19,Zara Larsson,Never Forget You,6hmhG1b4LEyNuashVvuIAo,0.583,0.732,11,-5.728,0,0.0457,9.86e-06,0.269,0.276,145.992,213428
20,The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0,-7.063,0,0.0515,0.0,0.135,0.137,113.003,242253
21,Calvin Harris,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0.0731,0.00171,0.388,0.336,122.003,212640
22,Robin Schulz,Sugar (feat. Francesco Yates),5tf1VVWniHgryyumXyJM7w,0.636,0.815,5,-5.098,0,0.0581,0.0,0.163,0.636,123.063,219043
23,Justin Bieber,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,0.845,0.567,5,-8.118,0,0.0956,0.00142,0.0811,0.793,125.02,205680
24,Drake,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,0.891,0.628,2,-7.863,1,0.0551,0.00019,0.0504,0.552,134.966,267067
25,WALK THE MOON,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.0,0.257,0.619,128.038,199080
26,The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,0.705,0.769,9,-5.526,0,0.0425,0.0,0.105,0.583,107.949,213520
27,Adele,Hello,4aebBr4JAihzJQR0CiIZJv,0.47,0.431,5,-6.129,0,0.0342,0.0,0.0854,0.289,157.98,295502
28,Bryson Tiller,Don't,3pXF1nA74528Edde4of9CC,0.765,0.356,11,-5.556,0,0.196,0.0,0.0963,0.19,97.001,198293
29,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.259,1,0.0434,0.0,0.177,0.417,108.038,225053
30,James Bay,Let It Go,3nnG7AM9QopHVPEuLX3Khk,0.536,0.311,1,-10.396,1,0.0288,1.65e-05,0.107,0.246,147.486,260533
31,Fetty Wap,679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,0.618,0.717,7,-5.738,1,0.318,0.0,0.625,0.603,190.05,196693
32,Elle King,Ex's & Oh's,70eDxAyAraNTiD6lx2ZEnH,0.612,0.921,7,-2.879,1,0.0848,0.0,0.0576,0.453,139.986,202173
33,Travis Scott,Antidote,1wHZx0LgzFHyeIZkUydNXq,0.713,0.526,1,-5.046,1,0.032,0.000148,0.124,0.131,131.05,262693
34,Taylor Swift,Wildest Dreams,3fVnlF4pGqWI9flVENcT28,0.553,0.664,8,-7.417,1,0.0741,0.0056,0.106,0.467,140.06,220440
35,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,7vFoFDWqTX0mHzLfrF1Cfy,0.782,0.685,4,-6.237,1,0.0309,1.18e-05,0.16,0.603,118.016,180566
36,Hozier,Take Me To Church,3dYD57lRAUcMHufyqn9GcI,0.566,0.664,4,-5.303,0,0.0464,0.0,0.116,0.437,128.945,241688
37,James Bay,Hold Back The River,1KZyVnyptQcPzkx7ELCnZC,0.715,0.715,5,-7.364,1,0.0902,0.0,0.0936,0.507,134.922,238747
38,Maroon 5,Sugar,2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1,-7.055,1,0.0334,0.0,0.0863,0.884,120.076,235493
39,Charlie Puth,Marvin Gaye (feat. Meghan Trainor),3rKYiySCDMUKTw5kGVVhaa,0.795,0.616,1,-5.281,0,0.06,0.0,0.349,0.815,110.015,190453
40,Jess Glynne,Hold My Hand,1i1rNVtxbE7rdFfpHuNq2j,0.642,0.823,0,-5.717,1,0.0289,0.0,0.0776,0.431,122.977,227344
41,Jack Ü,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0.0567,4.21e-06,0.0789,0.197,139.432,250286
42,Jason Derulo,Want to Want Me,7oGZAicScQt96OAW4AruYy,0.775,0.68,0,-5.508,0,0.0629,0.0,0.109,0.656,114.025,207719
43,Lost Frequencies,Are You With Me - Radio Edit,477daPpd3DnneaHhvjM35l,0.776,0.574,5,-9.882,0,0.0317,7.83e-05,0.131,0.412,121.03,138843
44,Rihanna,FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,0.582,0.272,2,-5.662,1,0.0501,0.0,0.13,0.354,205.846,188238
45,Kygo,Firestone (feat. Conrad Sewell),1I8tHoNBFTuoJAlh4hfVVE,0.486,0.652,11,-7.226,0,0.052,6.63e-05,0.077,0.391,113.055,273684
46,Little Mix,Black Magic,5y6pj7OeBFF0CVgZKhRbOG,0.777,0.895,4,-4.464,1,0.0618,0.0,0.317,0.826,111.987,211773
47,Philip George,Wish You Were Mine - Radio Edit,412luShbmlgqqgYFStIB1s,0.654,0.832,7,-4.164,0,0.0293,0.0901,0.102,0.407,123.002,177561
48,Avicii,The Nights,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0,0.249,0.654,125.983,176658
49,Galantis,Runaway (U & I),46lFttIf5hnUZMGvjK0Wxo,0.506,0.805,1,-4.119,1,0.0469,0.00193,0.0856,0.383,126.008,227074
50,Chris Brown,Ayo,0k6DnZMLoEUH8NGD5zh2SE,0.823,0.563,6,-5.095,1,0.0443,0.0,0.0851,0.682,98.031,225227
51,Carly Rae Jepsen,I Really Like You,1mKXfxIOA7eQQJ844OFm7L,0.622,0.808,5,-4.701,1,0.0418,5.63e-05,0.215,0.599,122.121,204773
52,One Direction,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,0,-5.672,0,0.0369,0.0,0.0657,0.595,138.113,192120
53,Alesso,Heroes (we could be),3zU9rdflI65tK4dkkNSp77,0.503,0.748,5,-4.124,1,0.0619,0.0,0.343,0.356,125.896,210013
54,R. City,Locked Away (feat. Adam Levine),7x5xYW5W42OGPAdHUyyguy,0.509,0.671,1,-5.709,1,0.0678,0.0,0.0452,0.55,118.413,227480
55,Meghan Trainor,Lips Are Movin,6gj08XDlv9Duc2fPOxUmVD,0.775,0.825,7,-5.402,1,0.0464,1.03e-06,0.111,0.95,139.091,182667
56,Sigala,Easy Love,5s7xgzXtmY4gMjeSlgisjy,0.68,0.942,9,-4.21,1,0.0628,0.0013,0.117,0.65,123.99,229813
57,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",285HeuLxsngjFn4GGegGNm,0.596,0.73,9,-4.091,1,0.151,0.0,0.325,0.525,85.979,192560
58,Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",1PWnAEQcbwQwK759otUbta,0.261,0.302,5,-8.19,0,0.0339,2.57e-06,0.0863,0.0883,81.418,278987
59,Avicii,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,0.579,0.736,6,-3.863,0,0.0527,0.0,0.198,0.613,127.999,230613
60,Pia Mia,Do It Again,72Bz4ciRZPBcVSw0nrZDHi,0.712,0.564,8,-6.527,1,0.047,0.0,0.0874,0.411,95.95,207747
61,Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),3c8iiZGfEammKJuWTErE5x,0.778,0.566,2,-6.959,0,0.0311,0.000197,0.0698,0.479,117.971,186147
62,Rachel Platten,Fight Song,37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0.0,0.155,0.33,175.924,204013
63,Taylor Swift,Blank Space,1u8c2t2Cy7UBoG4ArRcF5g,0.76,0.703,5,-5.412,1,0.054,0.0,0.0913,0.57,95.997,231827
64,Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",2S5LNtRVRPbXk01yRQ14sZ,0.854,0.766,9,-4.697,0,0.141,0.0,0.0793,0.784,118.004,224258
65,Sam Smith,Like I Can,2TeLIzFBe3hxkPR5FIQZut,0.656,0.627,7,-6.627,0,0.0379,2.17e-05,0.124,0.481,99.933,167066
66,Martin Solveig,Intoxicated - New Radio Mix,5bcfWAHLoMfGBdbeyoMaH3,0.8,0.677,0,-4.023,1,0.0393,0.00409,0.0838,0.547,125.004,159693
67,Kygo,Stole the Show,5masKPHeAOVNgxdLebIcK7,0.64,0.635,8,-7.565,0,0.226,0.0,0.319,0.475,100.034,223187
68,Deorro,Five More Hours - Deorro x Chris Brown,6YwLgicpvVuMt1eE2OldwQ,0.699,0.883,5,-3.226,0,0.219,0.0,0.817,0.499,127.961,211975
69,Clean Bandit,Real Love,7M9XTtbz6qDg7LqYJ7OpJB,0.63,0.848,0,-4.592,1,0.0428,4.34e-06,0.205,0.551,124.987,219692
70,Natalie La Rose,Somebody,7ioiB40H9xKs04QtIso2I3,0.83,0.52,0,-8.714,1,0.0376,1.25e-05,0.0656,0.735,104.99,189907
71,Calvin Harris,Outside (feat. Ellie Goulding),7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0,0.0394,0.0,0.322,0.418,128.035,227267
72,Taylor Swift,Bad Blood,6xsEAm6w9oMQYYg3jkEkMT,0.654,0.655,11,-7.388,0,0.106,0.0,0.139,0.221,170.16,200107
73,One Direction,Perfect,3NLnwwAQbbFKcEcV8hDItk,0.647,0.823,2,-5.231,1,0.0762,0.0,0.119,0.396,99.933,230333
74,Rudimental,Lay It All on Me (feat. Ed Sheeran),6splO3UF8hSmK33y5fJTNk,0.669,0.747,6,-7.108,1,0.0428,0.0,0.185,0.483,122.531,242440
75,Sam Smith,Lay Me Down,1eUtyz3sWA42VYsiqbfQoZ,0.427,0.304,4,-9.661,1,0.0436,1.14e-05,0.111,0.153,116.977,253208
76,Clean Bandit,Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,2.03e-06,0.193,0.549,120.97,227833
77,Ariana Grande,One Last Time,7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0.0323,1.65e-06,0.096,0.104,125.026,197267
78,Fifth Harmony,Worth It (feat. Kid Ink),41Fflg7qHiVOD6dEPvsCzO,0.884,0.765,8,-3.865,1,0.0882,7.04e-06,0.118,0.594,99.987,224573
79,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,0.733,0.676,10,-5.655,0,0.0432,0.0,0.208,0.701,97.448,226581
80,Taylor Swift,Style,0ug5NqcwcFR2xrfTkc7k8e,0.588,0.791,7,-5.595,1,0.0402,0.00258,0.118,0.487,94.933,231000
81,Shawn Mendes,Stitches,3zkWCteF82vJwv0hRLba76,0.746,0.754,1,-6.684,1,0.0676,0.0,0.0486,0.746,149.882,206880
82,Tove Lo,Talking Body,7cgu4JBW3hq1GwTM1ilkKQ,0.736,0.761,4,-5.449,0,0.0338,0.0,0.0823,0.114,119.999,238427
83,Pitbull,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,0.72,0.802,1,-5.797,1,0.0582,0.0,0.694,0.723,124.043,229360
84,Fall Out Boy,Centuries,04aAxqtGp5pv12UXAg4pkq,0.393,0.858,4,-2.868,0,0.0729,0.0,0.102,0.56,176.042,228360
85,Fetty Wap,My Way (feat. Monty),7KFEIFuxnRRIRqN065WKTu,0.748,0.741,6,-3.103,1,0.0531,0.0,0.147,0.537,128.077,213053
86,Big Sean,I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,0.824,0.733,1,-5.474,1,0.0613,0.0,0.325,0.395,97.972,284387
87,Rihanna,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,0.781,0.728,1,-4.981,1,0.0621,1.94e-06,0.257,0.395,102.99,219306
88,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",2NVt7fxr5GsqTkGwYXcNTE,0.676,0.615,6,-7.534,0,0.0496,0.0,0.341,0.883,163.993,176675
89,Flo Rida,GDFR (feat. Sage the Gemini & Lookas),760klboT1E03jUt7CiVhbV,0.657,0.827,5,-4.036,1,0.0734,0.00534,0.065,0.69,145.889,190186
90,X Ambassadors,Renegades,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0.0905,0.0597,0.229,0.528,90.052,195200
91,Usher,I Don't Mind (feat. Juicy J),7aXuop4Qambx5Oi3ynsKQr,0.87,0.464,4,-8.337,1,0.178,0.0,0.0902,0.457,112.974,251989
92,Beyoncé,7/11,02M6vucOvmRfMxTXDUwRXu,0.747,0.705,9,-5.137,0,0.126,0.0,0.126,0.56,136.024,213507
93,Selena Gomez,The Heart Wants What It Wants,6wJwkMo278iWVlWl1XQ4WA,0.616,0.789,7,-4.874,0,0.0377,0.0,0.142,0.621,83.066,227373
94,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),0hy1SOTEn9ifXTzOwnCwEr,0.589,0.658,11,-5.288,0,0.203,0.0,0.118,0.251,77.521,223973
95,Rae Sremmurd,No Type,4scpF6J5uMBvoh6sFB7EL1,0.891,0.486,6,-7.803,1,0.159,3.78e-06,0.0925,0.239,125.01,200080
96,Meghan Trainor,Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,0.655,0.782,1,-4.789,1,0.185,0.0,0.317,0.832,79.427,184227
97,Nicky Jam,El Perdón - Forgiveness,7hOfyNuj2dLc0HAEYVDIYS,0.736,0.719,8,-3.839,1,0.0357,0.0,0.0909,0.656,90.013,206667
98,Disclosure,Omen - Radio Edit,78EQ5LZGgviMU9k0zrqv1r,0.671,0.786,8,-4.857,1,0.14,0.0,0.363,0.621,106.057,196817
99,Trey Songz,Na Na,5LIleJbUUgtvYnBW9wfY1W,0.67,0.476,9,-6.253,0,0.0406,0.0,0.104,0.235,96.975,231907
0,Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0,0.0931,0.931,95.977,233713
1,Luis Fonsi,Despacito (Featuring Daddy Yankee),4aWmUDTfIPGksMNLV2rQP2,0.66,0.786,2,-4.757,1,0.17,0,0.112,0.846,177.833,228200
2,Bruno Mars,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0,0.0944,0.86,134.066,206693
3,The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,1.44e-05,0.164,0.446,103.019,247160
4,PNAU,Chameleon,71xBBa1fydRkvDpx6pUumx,0.563,0.938,4,-3.194,1,0.0649,0.000377,0.314,0.196,119.857,198320
